id, name, latitude, longitude, address, area, city,cost, rating, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
669,FIRKI*,18.9924171,72.8241529,"11/12, Block 27, Raghuvanshi Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1200,3.6,yes,no,no,no,yes,no
670,Hotel Deluxe,18.9340658,72.8332118,"10-A, Pitha Street, Opposite Lane of Citi Bank,Fort, Mumbai",Fort, Mumbai,300,4.1,yes,no,no,no,no,no
671,Qbaa Terrace,19.18822707,72.83821017,"9th Floor, Synergy Court, Kanchpada,Malad West, Mumbai",Malad West, Mumbai,1500,3.6,no,yes,no,yes,yes,yes
672,Kobe Sizzlers,18.95653737,72.81338096,"13/14, Sukh Sagar, Hughes Road, Opera House,Chowpatty, Mumbai",Chowpatty, Mumbai,1500,3.5,no,no,no,no,no,no
673,Revival Restaurant,18.954724,72.8148823,"39-B,ChowpattySeaface, Chowpatty, Mumbai",Chowpatty, Mumbai,900,3.6,yes,yes,yes,yes,yes,no
674,Shake Shop,19.1456642,72.82309894,"Andheri Lokhandwala, Andheri WestShop 4, Nebula Co-operative Housing Society Ltd,","Andheri Lokhandwala, Andheri West", Mumbai,350,4.2,yes,no,no,no,no,no
675,Reunion Bar & Kitchen,19.028519,72.841476,"204, Ground Floor, Sai Niwas, LJ Road, Near City Light,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,1250,3.4,yes,no,yes,yes,yes,no
676,The Daily Bar & Kitchen,19.06088612,72.83709235,"Linking Road, Bandra WestGround Floor Behind Shoppers Stop, SV Road,","Linking Road, Bandra West", Mumbai,2000,4.1,yes,yes,yes,yes,yes,no
677,Cafe Irani Chaii,19.0391488,72.8426674,"9, Rosary Chawl, Mangireesh CHS Ltd., MMC Road,Mahim, Mumbai",Mahim, Mumbai,400,4.1,yes,no,no,no,no,no
678,THE THA'L CO,19.05499718,72.83487853,"Pooja Apartments- ground floor. Chinchpokli road, off Hill Road, lane touching Bata showroom. Hill road,Bandra West. Mumbai",Dadar Shivaji Park, Mumbai,2000,4.2,no,no,no,no,yes,no
679,Lazeez,19.0557475,72.834741,"Hill Road, Bandra WestShop 8-9, Rizvi Palace, Next to Bata Showroom,","Hill Road, Bandra West", Mumbai,1000,4.4,yes,yes,no,no,no,no
680,PizzAah! District,19.0557475,72.834741,"7 Bungalows, Andheri WestShop 3, Chetna Building, Bon Bon Lane, Near Versova Metro Station,","7 Bungalows, Andheri West", Mumbai,650,4.4,yes,no,no,no,no,no
681,PizzAah! District,19.0557475,72.834741,"Shop 3, Opposite Toyota Showroom, Link Road,Malad West, Mumbai",Malad West, Mumbai,650,4.4,yes,no,no,no,no,no
682,STAX - Hyatt Regency Mumbai,19.1035234,72.8704711,"Hyatt Regency Mumbai, Airport Sahar Road, Andheri East,Chakala, Mumbai",Chakala, Mumbai,4000,4,no,no,yes,yes,yes,no
683,The Bakery -  Hyatt Regency,19.1032404,72.8708209,"Hyatt Regency, Airport Sahar Road, Andheri East, Mumbai,Chakala, Mumbai",Chakala, Mumbai,1000,3.3,no,no,no,yes,no,no
684,STAX Bar - Hyatt Regency Mumbai,19.10324,72.870812,"Hyatt Regency Mumbai, Airport Sahar Road, Andheri East,Chakala, Mumbai",Chakala, Mumbai,3500,3.3,no,no,yes,yes,no,no
685,Domino's Pizza,19.2078869,73.0948037,"Shree Complex, Gajbandhan Patharli Village, Manpada Road,Dombivali East, Dombivali East, Mumbai",Dombivali East, Mumbai,700,3.2,yes,no,no,no,no,no
686,Domino's Pizza,19.1481693,72.995315,"6 & 7, Ground Floor, Shivshankar Plaza, Plot 1, Sector 7,Airoli, Navi Mumbai",Airoli, Mumbai,700,2.3,yes,no,no,no,no,no
687,Domino's Pizza,19.06790644,72.83281289,"1, Ground Floor, Mangal Bhavan, 14th Road,KharWest, Khar, Mumbai",Khar, Mumbai,700,3.4,yes,no,no,no,no,no
688,Domino's Pizza,19.2422391,72.8542711,"8-11, Bethlehem Apartments, SVP Road,Borivali West, Mumbai",Borivali West, Mumbai,700,2.6,yes,no,no,no,no,no
689,Domino's Pizza,19.00526007,72.82128979,"554, Landmark Building, GM Bhosle Marg,Worli, Mumbai",Worli, Mumbai,700,2.7,yes,no,no,no,no,no
690,Curry Culture,19.12770107,72.91937247,"Hiranandani,Powai, Mumbai",Powai, Mumbai,700,3.7,yes,no,no,no,no,no
691,Zinc Neo Lounge & Kitchen,19.2639639,72.96728544,"Kasarvadavli, Thane West3rd Floor, DE Grandeur Hotels, Anand Nagar, Near Bhakti Park, Ghodbunder Road, Mumbai  Thane, Ghodbunder Road,","Kasarvadavli, Thane West", Mumbai,1500,3.8,yes,yes,yes,no,yes,no
692,Belo,19.14426582,72.83189524,"Andheri Lokhandwala, Andheri WestNear Lotus Petrol Station, Adarsh Nagar,","Andheri Lokhandwala, Andheri West", Mumbai,300,4.3,yes,no,no,no,no,no
693,Mahlzeit - Berlin Street Food,19.06309296,72.82469317,"1, Sefa House, Pali Mala Road,Pali Hill, Bandra WestNext to Gem Medicals","Pali Hill, Bandra West", Mumbai,750,4,yes,no,no,no,no,no
694,The Frontier Post,19.0060791,72.8270018,"Level 2, Kamla Trade House, Kamla Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,1300,4.1,no,yes,yes,yes,no,no
695,Cafe Noorani,18.97714615,72.81185813,"5 D,TardeoRoad, Haji Ali Circle, Tardeo, Mumbai",Tardeo, Mumbai,750,3.5,yes,no,no,no,no,no
696,Amor Churros,19.19313955,72.96776021,"Shop 1, Gagangiri Society,Panch Pakhadi, Thane West, Mumbai","Panch Pakhadi, Thane West", Mumbai,400,3.7,yes,no,no,yes,no,no
697,The Veg Klub,19.25886,72.859322,"Anand Nagar, Chatrapati Shivaiji Raje Complex, Next to Muncipal Garden,Dahisar East, Mumbai",Dahisar East, Mumbai,800,4,yes,no,no,no,no,no
698,Twisties,19.2272515,72.9740132,"Manpada, Thane WestShop 20-22, Sunrise Shopping Arcade, Hyde Park,","Manpada, Thane West", Mumbai,500,4.4,yes,yes,no,yes,no,no
699,Noor Mohammadi Hotel,18.9578231,72.8320694,"179, Wazir Building, Abdul Hakim Chowk, Bhendi Bazar, Near,Mohammad Ali Road, Mumbai",Mohammad Ali Road, Mumbai,350,3.8,yes,no,no,no,no,no
700,Anda Apna Apna,19.12583753,72.84110326,"Ground Floor, Shop 1, Opposite Pathare Prabhu Hall, JP Road,   4 Bunglows,Azad Nagar, Mumbai",Azad Nagar, Mumbai,500,3.7,yes,no,no,no,no,no
701,Faham Restaurant & Lounge,18.95395431,72.83579249,"Building No. 23, Satkar Hotel Lane,  Near Zakaria Masjid, Masjid Station Road,Mohammad Ali Road, Mumbai",Mohammad Ali Road, Mumbai,1100,4.3,yes,yes,no,yes,yes,no
702,Shloka Dining Bar,19.08981757,72.90857624,"2A, Ground Floor, Integrated Bhoomi Ltd., Near Patidar Wadi, LBS Marg,Ghatkopar West, Mumbai",Ghatkopar West, Mumbai,1100,3.8,yes,yes,yes,yes,no,no
703,Desi Fusion Grill & Bar,19.04430383,73.01181648,"Sector 4, Behind SBI Bank,Nerul, Navi Mumbai",Nerul, Mumbai,800,3.7,yes,yes,yes,yes,yes,no
704,Greens Restaurant,19.17661417,72.83702195,"Linkway Estate, Link Road,Malad West, Mumbai",Malad West, Mumbai,800,3.4,yes,no,no,no,no,no
705,The Yellow Chilli,19.02297561,72.84202963,"2nd Floor, Star Mall, N. C. Kelkar Road,Dadar West, Mumbai",Dadar West, Mumbai,1300,4.4,yes,no,yes,yes,no,no
706,Go Biryan,19.14449419,72.82965492,"Andheri Lokhandwala, Andheri West311, Snehanjali CHS, Near Samartha Aishwarya, Aadarsh Nagar/Lokhandwala Complex, Andheri West,","Andheri Lokhandwala, Andheri West", Mumbai,900,3.9,yes,no,no,no,no,no
707,Ghef's Premium Takeaway,19.06140234,72.83439204,"Linking Road, Bandra WestShop 7, 142 Waterfield Road, R.K Patkar Marg,","Linking Road, Bandra West", Mumbai,550,3.9,yes,no,no,yes,no,no
708,Hyderabad Xpress,19.14264382,72.83167329,"Oshiwara, Andheri WestNear Lotus Pump, New Link Road,","Oshiwara, Andheri West", Mumbai,350,4.1,yes,no,no,no,no,no
709,Order order,19.18834676,72.83597153,"K4, Old Sonal Link Estate,Malad West, Mumbai",Malad West, Mumbai,400,4.2,yes,no,no,no,no,no
710,Francesco's Pizzeria,18.9954735,72.8253761,"Shop 9-11, Next to L'vista Furnitures, Skyzone, High Street Phoenix, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1000,4,yes,no,no,no,no,no
711,Felicita,18.97269118,72.8147348,"Shop 3, Ground Floor, Zainab Manzil, NearTardeoAC market, Tardeo, Mumbai",Tardeo, Mumbai,550,4,yes,no,no,no,no,no
712,The Thekka,19.08164706,73.00503518,"Sector 19 C, Near Satra Plaza, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,1200,3.8,yes,yes,yes,no,yes,no
713,Food Inn,18.9220446,72.83118546,"61A, Rabro House, SB Road, Opposite Electric House,Colaba, Mumbai",Colaba, Mumbai,550,3.3,yes,no,no,no,no,no
714,Bistro 1,19.13662887,72.82910608,"Andheri Lokhandwala, Andheri West6 &  7, Mayfair Building, Vastu Lane, Near Lakshmi Industrial Estate, Behind SAB TV Lane, Next to Reliance Energy,","Andheri Lokhandwala, Andheri West", Mumbai,1000,3.9,yes,yes,no,yes,no,no
715,Cafe at The NCPA,18.9264406,72.8194807,"NCPA,Nariman Point, Mumbai",Nariman Point, Mumbai,1200,3.9,yes,no,no,no,yes,no
716,Bogeto Cafe,18.96618748,72.81948902,"Jain Lakshmi Mansion, Opposite Navjeevan Society,Mumbai Central, Mumbai",Mumbai Central, Mumbai,850,3.7,no,no,no,no,yes,no
717,Mockingbird Cafe Bar,18.933301,72.826262,"80, Veer Nariman Road,Churchgate, Mumbai",Churchgate, Mumbai,1700,4,yes,no,yes,yes,no,no
718,Singh Saab,19.0502641,72.8935923,"Ground Floor, Swami Jayaramdas Shopping Complex, Near Basant Park, RC Marg,ChemburEast, Chembur, Mumbai",Chembur, Mumbai,1000,4.1,yes,yes,yes,no,yes,no
719,Kook,19.05012311,72.89355386,"Swami Jayramadas Shopping Centre,ChemburMahul Road, R.C marg, Near Basant Park, Chembur, Mumbai",Chembur, Mumbai,1000,4,yes,no,no,no,yes,no
720,Jade Raven,19.19358,72.966641,"Panch Pakhadi, Thane WestShop 3, Ravi Industrial Estate,","Panch Pakhadi, Thane West", Mumbai,1000,3.8,yes,no,yes,yes,no,no
721,Kebab Corner,19.12468068,72.86475532,"12, New Malini Apartments,MahakaliCaves Road, Near Conossa Convent School, Mahakali, Mumbai",Mahakali, Mumbai,500,3.7,yes,no,no,no,no,no
722,Club Sirkus,19.09572016,72.85324328,"Hotel Sahara Star, Opposite Domestic Airport,Santacruz East, Mumbai",Santacruz East, Mumbai,3000,3.8,no,yes,yes,no,yes,no
723,Amrut Sagar Fast Food,19.0560277,72.8343627,"5, Adeshir House, 49,Hill Road, Bandra West, Mumbai","Hill Road, Bandra West", Mumbai,500,3.6,yes,no,no,no,no,no
724,The Cuckoo Cafe,19.0611624,72.8269105,"Pali Hill, Bandra West5AA, Mac Ronells Compound, St Andrews Road,","Pali Hill, Bandra West", Mumbai,700,3.8,yes,no,no,yes,no,no
725,Sweetish House Mafia,19.0005527,72.8304747,"Mathuradas Mills Compound, NM Joshi Marg,Lower ParelWest, Lower Parel, Mumbai",Lower Parel, Mumbai,350,4.3,yes,no,no,yes,no,no
726,Jaffer Bhai's Delhi Darbar,19.0414134,72.8406922,"18, Lady Jamshedji Road, St Michael Church,MahimWest, Mahim, Mumbai",Mahim, Mumbai,800,3.5,yes,no,no,no,no,no
727,Madmex,19.1343584,72.82545928,"244, Near Telephone Exchange, SVP Nagar,4 Bungalows, Mumbai",4 Bungalows, Mumbai,1000,3.7,no,yes,yes,yes,yes,yes
728,The Brew Corner,19.34475998,72.80620471,"5 & 6, Emerald Wing, Near GG College,Vasai, Mumbai",Vasai, Mumbai,650,4.2,no,no,no,yes,no,no
729,Burger King,19.10773983,72.882764,"Next to Times Square Building,Marol, Mumbai",Marol, Mumbai,500,3.8,yes,no,no,no,no,no
730,Wowfillss,18.99481714,72.82561351,"High Street Phoenix, Shop 1, Main Road, S.B Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,300,4,no,no,no,no,no,no
731,Z's Creamery,18.99481714,72.82561351,"Shop. 7, Panchsheel heights, Mahavir Nagar. Kandivali west.",Lower Parel, Mumbai,300,4.6,no,no,no,yes,no,no
732,Little Italy,19.0898086,72.8275572,"18 B, Hotel Atlantic, Near Maneckji Cooper School,JuhuTara Road, Juhu, Mumbai",Juhu, Mumbai,1400,3.6,yes,no,yes,no,yes,no
733,World Of Waffles,19.18121504,72.94080667,"Shop 4, Willows Tower, Vasant Garden, Near Ceremonial Hall,Mulund West, Mumbai",Mulund West, Mumbai,200,4.1,no,no,no,no,no,no
734,Bombay Talkiezzz,19.17536965,73.0863886,"Kalyan Shil Road,  Near. H.P. Petrol Pump, Dombivli (E), Mumbai,Dombivali East, Mumbai",Dombivali East, Mumbai,1000,3.7,no,yes,no,yes,no,no
735,Capers Ristorante,19.24824483,72.85346522,"Shop 2, Acropolis, Opposite Mary Immaculate Girls High School,Borivali West, Mumbai",Borivali West, Mumbai,1000,4,yes,no,no,no,yes,no
736,Thyme,19.12823197,72.92609308,"First Floor, Huma Mall, JVLR & LBS Junction, Kanjurmarg West,Bhandup, Mumbai",Bhandup, Mumbai,1500,3.8,yes,yes,yes,no,no,no
737,Dale's Eden Cake Shop,19.143022,72.82451749,"Andheri Lokhandwala, Andheri West20, Sunswept Building, Lokhandwala Complex,","Andheri Lokhandwala, Andheri West", Mumbai,600,3.7,yes,no,no,no,no,no
738,Birdsong -  The Organic Cafe,19.0541551,72.8275549,"Hill Road, Bandra WestShop 1-5, Waroda Road, Behind American Express Bakery, Near Jude Bakery,","Hill Road, Bandra West", Mumbai,1400,3.7,yes,no,no,yes,no,no
739,TIB - The Ice-cream Bakery,19.12881197,72.8163448,"Versova, Andheri WestShop 2, Opposite Gwalior House, Behind 7 Bungalow Police Station, JP Road, Aram Nagar,","Versova, Andheri West", Mumbai,300,4.8,yes,no,no,no,no,no
740,Zen Cafe,18.9923248,72.823772,"at the Mezzanine of ICasa, Raghuvanshi Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,1300,3.9,yes,no,no,yes,yes,no
741,Whatta Waffle!,19.1294943,72.8215175,"7 Bungalows, Andheri WestShop 21, Shiv Shopping Centre, JP Road,","7 Bungalows, Andheri West", Mumbai,300,4.3,yes,no,no,yes,no,no
742,Urban Street Café,19.07095511,72.83834796,"Bhavya Plaza, Shop 1, Near Kotak Mahindra Bank,Khar, Mumbai",Khar, Mumbai,700,4,yes,no,no,no,no,no
743,Udipi Vihar,19.1662891,72.8540634,"Aarey Road,Goregaon East, Mumbai",Goregaon East, Mumbai,450,3.6,yes,no,no,no,no,no
744,The Brothers Biryani House,19.12230108,72.91754253,"Shop 6-7, Diamond Apartment, Near Hiranandani Hospital,Powai, Mumbai",Powai, Mumbai,800,3.9,yes,no,no,no,no,no
745,ZIKO,19.12851896,72.86471106,"A-4, 148 Ajeet Building, Neat Tolani College, Shere E Punjab, CHS, MK Road,Mahakali, Mumbai",Mahakali, Mumbai,650,4.1,yes,no,no,yes,no,no
746,Only Parathas,19.06975764,72.83315454,"355,   New Castle Hotel, Second Floor,Khar, Mumbai",Khar, Mumbai,1150,3.6,yes,no,no,no,yes,no
747,Barcode 09,19.06975764,72.83315454,"Andheri Lokhandwala, Andheri WestG1, Morya Classic, Opposite Infiniti Mall, New Link Road,","Andheri Lokhandwala, Andheri West", Mumbai,1500,3.7,no,yes,yes,no,no,no
748,BusaGo,19.14859774,72.83156164,"Oshiwara, Andheri West19, Link Plaza, Oshiwara Link Road, MHADA Colony,","Oshiwara, Andheri West", Mumbai,800,3.9,yes,no,no,no,no,no
749,Masala Kraft - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,6500,3.9,no,no,yes,yes,no,no
750,Pondichery Cafe - Sofitel,19.0681982,72.8689432,"Sofitel Hotel, C 57,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,4500,4.1,no,no,yes,yes,no,no
751,Cafe Istaa,19.041858,72.861174,"12 A/1 NewSionC.H.S. Limited, Sion, Mumbai",Sion, Mumbai,300,4.1,no,no,no,no,no,no
752,The Roof Top - Yogi Executive,19.07105,73.00933056,"Hotel Yogi Executive, Sector 24, Opposite Mafco Market,Vashi, Navi Mumbai",Vashi, Mumbai,1500,3.7,no,yes,yes,yes,yes,yes
753,Caravan Serai,19.06220947,72.83456974,"Linking Road, Bandra West155, Waterfield Road, Opposite Amarsons Showroom,","Linking Road, Bandra West", Mumbai,1550,3.7,yes,no,yes,no,yes,no
754,The Secret Kitchen,19.06220947,72.83456974,"1, Sunder Niwas, Tilak Mandir Road, Opposite Sai Baba Mandir,Vile Parle East, Mumbai",Vile Parle East, Mumbai,500,4.1,no,no,no,no,no,no
755,Sai Veg World,19.1648709,72.8505837,"Railway Station,Goregaon East, Mumbai",Goregaon East, Mumbai,600,3.7,yes,no,no,no,no,no
756,The Post Office,19.45707778,72.80375556,"Shop 1, Kingston Court, Opposite Viva College,Virar, Mumbai",Virar, Mumbai,700,3.7,yes,no,yes,yes,yes,no
757,Kinara Dhaba,19.302263,72.904039,"Mumbai Ahmedabad Highway, Ghodbundar Junction,Vasai, Mumbai",Vasai, Mumbai,1000,2.7,no,no,no,no,no,no
758,The Bhookha Beirdo,19.06303592,72.82521252,"27/A, Pali Mala Road, OffPali Hill, Bandra West, Pali Hill, Bandra West","Pali Hill, Bandra West", Mumbai,850,4,yes,no,no,no,no,no
759,Lucknowee Tunday Kebab,19.1382427,72.84536898,"121, SV Road, Opposite Ghaswala Dairy Fresh,Jogeshwari, Mumbai",Jogeshwari, Mumbai,650,3.8,yes,no,no,no,no,no
760,Between Breads,19.0649534,72.8309154,"Pali Hill, Bandra West2, Kalpitam Apartments, Opposite Hawaiian Shack, 16th Road,","Pali Hill, Bandra West", Mumbai,1000,3.9,yes,no,no,yes,no,no
761,Fleur - The Fern Goregaon,19.1617741,72.8569827,"The Fern Hotel, 4/277, I.B Patel Road,Goregaon East, Mumbai",Goregaon East, Mumbai,1200,4,no,yes,no,no,yes,no
762,Shawarma Factory,19.12364452,72.86431007,"Shop 1, Dhanlaxmi Apartments,MahakaliCaves Road, Mahakali, Mumbai",Mahakali, Mumbai,750,3.7,yes,yes,no,no,no,no
763,The House,19.13089404,72.81363744,"Versova, Andheri West1, Aaram Nagar 1, JP Road,","Versova, Andheri West", Mumbai,1200,3.5,no,yes,yes,yes,yes,no
764,Dimsum & More,19.12969764,72.81505231,"7 Bungalows, Andheri West6, Gold Crown Building, JP Road, ICICI Bank,","7 Bungalows, Andheri West", Mumbai,800,3.9,yes,yes,no,yes,no,no
765,The Suburban Bean,19.1607356,72.94475527,"First Floor, F-32, R Galleria, Mulund-Goregaon Link Road,Mulund West, Mumbai",Mulund West, Mumbai,750,4.1,no,no,no,no,no,no
766,PJ's,19.065381,72.830172,"Pali Hill, Bandra WestSAISA Gymkhana, St. Anthony's Institute, 33rd Road,","Pali Hill, Bandra West", Mumbai,700,3.8,no,no,yes,no,no,no
767,Home Chef,19.02424727,72.83791412,"71 Meher Building, Line of Sushrusha Hospital, Ranade Road,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,600,3.6,yes,no,no,no,no,no
768,Satkar Rice Plate House,19.1648942,72.8508671,"15,1st Floor, Dreamland Building, Opposite Railway Station,Goregaon East, Mumbai",Goregaon East, Mumbai,500,4.3,yes,no,no,no,no,no
769,Let's Go Eat,19.1648942,72.8508671,"1, F2, Hyde Park,Manpada, Thane West, 400610","Manpada, Thane West", Mumbai,700,4.5,yes,no,no,no,no,no
770,Stomach,19.0606784,72.8342602,"Pali Hill, Bandra West116/117, Waterfield Road, Off Turner Road,","Pali Hill, Bandra West", Mumbai,500,2.3,yes,no,yes,no,no,no
771,Anand Stall,19.1029523,72.8368353,"Opposite Mithibai College, Gulmohar Road 1,Vile Parle West, Mumbai",Vile Parle West, Mumbai,200,4.4,no,no,no,no,no,no
772,Seasonal Tastes - The Westin Mumbai Garden City,19.172689,72.860413,"The Westin Mumbai Garden City, International Business Park, Oberoi Garden City,Goregaon East, Mumbai",Goregaon East, Mumbai,4000,3.8,no,no,yes,yes,no,no
773,Pandora's Box,18.9279627,72.832981,"Ground floor, Bake House, Behind Rhythm House, Kalaghoda,Fort, Fort, Mumbai",Fort, Mumbai,600,3.8,yes,yes,no,no,yes,no
774,Village 12-20 Pure Veg,19.0728894,73.0787325,"Shop 19-23, Plot 1, Manomay CHS, Sector 35D,Kharghar, Navi Mumbai",Kharghar, Mumbai,500,4,yes,no,no,yes,no,no
775,Over Load,19.0728894,73.0787325,"Shop 19-23, Plot 1, Manomay CHS, Sector 35D,Kharghar, Navi Mumbai","Andheri Lokhandwala, Andheri West", Mumbai,700,4.1,no,no,no,no,no,no
776,Cafe Safar,19.14931449,72.83295203,"Oshiwara, Andheri WestNear Heera Panna Mall, Oshiwara, Link Road Andheri(w)Mumbai-102,","Oshiwara, Andheri West", Mumbai,600,3.6,yes,no,no,no,no,no
777,Pali Village,19.280765,72.890718,"Western Express Highway, Ghodbunder Road,Mira Road, Mumbai",Mira Road, Mumbai,1200,3.5,no,no,yes,yes,no,no
778,Fire Bowl,19.1767291,72.8419623,"Ground Floor, Aruna Residency, Atmaram Compound, Near Dalmia College, Sundar Nagar,Malad West, Mumbai",Malad West, Mumbai,700,3.7,yes,no,no,no,no,no
779,B Desi,19.13608248,72.83347204,"Ground Floor, Dreams Square, Daliya Estate, Off Link Road, Near Fun Republic Mall,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,1000,3.6,no,yes,yes,yes,no,no
780,Dr. Bubbles Chai Specialist,19.0561763,72.8341965,"Hill Road, Bandra WestOpposite Marks and Spencers,","Hill Road, Bandra West", Mumbai,350,4,no,no,no,no,no,no
781,Prasad Food Divine,19.1631811,72.9400377,"Mulund-Goregoan Link Road, Off LBS Marg,Mulund West, Mumbai",Mulund West, Mumbai,700,3.8,no,no,no,no,no,no
782,Curry Me Up,19.18891515,72.83614151,"1, Old Sonal Industrial Estate,Malad West, Mumbai",Malad West, Mumbai,700,4,yes,no,no,no,no,no
783,STOVE - The Vegetarian Kitchen,19.18891515,72.83614151,"Near CST Road, Kalina,Santacruz East, Mumbai",Santacruz East, Mumbai,600,3.7,no,no,no,no,no,no
784,The Food Town,19.24355575,73.12908098,"Shop no. 2, Sahjanad Chowk, Near Katkar Hospital, Agra Road,Kalyanwest, Kalyan, Mumbai",Kalyan, Mumbai,400,3.7,yes,no,no,no,no,no
785,Brew House Cafe,19.0099494,73.0329469,"Sector 15,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,1400,3.6,yes,yes,yes,yes,no,no
786,Mini Pancakes and More,19.07116488,72.82289308,"Carter Road, Bandra WestCCD Lane,","Carter Road, Bandra West", Mumbai,300,4.3,yes,no,no,no,no,no
787,Yalla Yalla,19.1140289,72.82617711,"Shop 2, Om Vithoba Rukmani Apartments, Raut Lane , Near PVR cinemas,Juhu, Mumbai",Juhu, Mumbai,500,3.4,yes,yes,no,yes,no,no
788,Mao The Family Restaurant,19.1266228,72.83856355,"63 - 64 Aboobakar Mahal Jai Prakash Road, Next ToAzad NagarMetro Station, Azad Nagar, Mumbai",Azad Nagar, Mumbai,900,3.6,yes,no,no,no,yes,no
789,Aquafire Restaurant,19.1072561,72.8518133,"005-010, E Square Building, Near Garware House, Subhash Road,Vile Parle East, Mumbai",Vile Parle East, Mumbai,1100,3.6,yes,no,yes,yes,yes,no
790,Soi Kitchen,19.0693244,72.900422,"The Destination Building, MG Road, Near Shopper's Stop,Chembur, Mumbai",Chembur, Mumbai,750,3.7,yes,no,no,no,no,no
791,Oye Kiddan,19.1164308,72.87016433,"Ramkrishna Mandir Marg, Kondivita Road, Andheri East,Mahakali, Mumbai",Mahakali, Mumbai,300,4,yes,no,no,no,no,no
792,Foodie Bros,19.05051577,72.90660851,"Shop 1, Jolitha Complex, Gatla Village Road, Patil Marg,Chembur, Mumbai",Chembur, Mumbai,500,3.6,yes,no,no,no,no,no
793,Arya Bhavan,19.0270061,72.85085477,"Opposite Matunga Railway Station,Matunga East, Mumbai",Matunga East, Mumbai,400,4.3,no,no,no,no,no,no
794,Chaayos,19.160667,72.944888,"Shop 21, Ground Floor, Runwal Galleria, Runwal Greens, Goregaon Link Road,Mulund West, Mumbai",Mulund West, Mumbai,500,3.8,yes,no,no,yes,no,no
795,Stomach II,19.12933716,72.81890228,"7 Bungalows, Andheri WestRaheja Complex,","7 Bungalows, Andheri West", Mumbai,600,3.7,yes,no,no,no,no,no
796,Cocoon- Dragonfly Hotel,19.110997,72.8629774,"Hotel Dragonfly, NewChakalaLink Road, Near Solitaire Corporate Park, Chakala, Mumbai",Chakala, Mumbai,600,4,yes,yes,no,yes,yes,no
797,TAPPA,19.005844,72.826361,"Unit 9, Oasis City, Kamala Mills, Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,1800,3.7,no,no,yes,yes,no,no
798,Mumbai 90 Veg World,19.16462011,72.8350123,"Ground Floor, Chandiwala Arcade, Next to Absolute Furniture, Goregaon Link Road,Goregaon West, Mumbai",Goregaon West, Mumbai,1000,3.6,yes,no,no,no,yes,no
799,Indigo,18.92212199,72.83206321,"4, Mandlik Road,Colaba, Mumbai",Colaba, Mumbai,4500,4.2,no,no,yes,yes,no,no
800,Souk - The Taj Mahal Palace,18.921876,72.833322,"The Taj Mahal Palace & Tower, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,5500,4,no,no,yes,yes,no,no
801,Kaffeine,19.21747361,72.85190505,"Shop 1, Bhatia Apartment, S V Road, Next to Vijay Sales,Borivali West, Mumbai",Borivali West, Mumbai,500,4,no,no,no,yes,no,no
802,The Salad Bar & Walnut Cafe,19.0658942,72.9993858,"F9, 1st Floor, Haware Infotech Park, Sector 30 A,Vashi, Navi Mumbai",Vashi, Mumbai,1000,3.9,yes,no,no,yes,no,no
803,Masala Cuisine,19.14619377,72.83481516,"Oshiwara, Andheri WestShop 14, Raigad Commercial Complex, New Link Road,","Oshiwara, Andheri West", Mumbai,850,4,yes,yes,no,no,no,no
804,Kaizer Ethnique Cuisine,19.138029,72.832471,"Andheri Lokhandwala, Andheri WestB-47 Paramount Building, Monginis Factory Lane, New Link Road,","Andheri Lokhandwala, Andheri West", Mumbai,1100,3.8,yes,no,no,no,no,no
805,Prakash Shakahari Upahaar Kendra,19.023323,72.838593,"Horizon Towers, Ranade Road Dadar West,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,150,4.3,no,no,no,no,no,no
806,LSD - Love Sugar & Dough,19.15138173,72.83234552,"Oshiwara, Andheri West2, Meera Towers, Opposite Mega Mall, Oshiwara,","Oshiwara, Andheri West", Mumbai,400,3.9,yes,no,no,no,no,no
807,And Chillies,19.0391119,72.8423225,"8 & 9, Mangireesh Society, LJ & MMC Road Junction,MahimWest, Mahim, Mumbai",Mahim, Mumbai,800,3.9,yes,no,yes,no,yes,no
808,The Joy Pizzateria,19.1793939,72.837318,"Shop 13-14, Ashok Enclave, Chincholi Bunder,Malad West, Mumbai",Malad West, Mumbai,950,4.2,yes,no,no,no,no,no
